year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,6,27,852,-8,1008,-14,US,N745VJ,2167,LGA,DCA,43,214,8,52
2013,6,27,1000,0,1112,-7,US,N755US,2169,LGA,DCA,50,214,10,0
2013,6,27,1051,-9,1156,-17,US,N768US,2171,LGA,DCA,41,214,10,51
2013,6,27,1059,-1,1246,36,MQ,N539MQ,3230,JFK,DCA,50,213,10,59
2013,6,27,1151,-9,1302,-12,US,N753US,2173,LGA,DCA,41,214,11,51
2013,6,27,1205,10,1318,8,MQ,N807MQ,3386,JFK,DCA,51,213,12,5
2013,6,27,1252,-8,1405,-9,US,N745VJ,2175,LGA,DCA,45,214,12,52
2013,6,27,1354,-6,1523,11,US,N760US,2177,LGA,DCA,45,214,13,54
2013,6,27,1406,65,1505,54,EV,N17108,4129,EWR,DCA,40,199,14,6
2013,6,27,1451,1,1718,44,9E,N602LR,3393,JFK,DCA,72,213,14,51
2013,6,27,1455,-5,1648,26,US,N768US,2179,LGA,DCA,77,214,14,55
2013,6,27,1522,12,1719,44,MQ,N539MQ,3433,JFK,DCA,71,213,15,22
2013,6,27,1605,5,1758,37,US,N753US,2181,LGA,DCA,68,214,16,5
2013,6,27,1655,-5,1846,23,US,N745VJ,2183,LGA,DCA,67,214,16,55
2013,6,27,1712,-8,1858,8,MQ,N827MQ,3365,JFK,DCA,59,213,17,12
2013,6,27,1938,98,2137,142,US,N760US,2185,LGA,DCA,63,214,19,38
2013,6,27,1945,45,2136,80,US,N768US,2187,LGA,DCA,67,214,19,45
2013,6,27,2055,55,2254,98,US,N753US,2189,LGA,DCA,47,214,20,55
2013,6,27,NA,NA,NA,NA,MQ,N807MQ,3621,JFK,DCA,NA,213,NA,NA
2013,6,27,NA,NA,NA,NA,9E,,3395,JFK,DCA,NA,213,NA,NA
2013,6,27,NA,NA,NA,NA,US,,2191,LGA,DCA,NA,214,NA,NA
2013,6,27,NA,NA,NA,NA,EV,N48901,3838,EWR,DCA,NA,199,NA,NA
2013,6,27,NA,NA,NA,NA,EV,N14974,4141,EWR,DCA,NA,199,NA,NA
2013,6,28,555,-5,650,-9,US,N750UW,2161,LGA,DCA,42,214,5,55
2013,6,28,631,-4,743,-2,EV,N12921,4241,EWR,DCA,43,199,6,31
2013,6,28,659,-1,802,-5,US,N760US,2163,LGA,DCA,40,214,6,59
2013,6,28,756,-4,915,2,US,N745VJ,2165,LGA,DCA,46,214,7,56
2013,6,28,813,-2,927,-3,MQ,N852MQ,3370,JFK,DCA,45,213,8,13
2013,6,28,853,-7,957,-25,US,N753US,2167,LGA,DCA,41,214,8,53
2013,6,28,955,-5,1102,-17,US,N724UW,2169,LGA,DCA,39,214,9,55
2013,6,28,1023,93,1141,87,9E,N909XJ,3427,JFK,DCA,40,213,10,23
2013,6,28,1054,-6,1150,-23,US,N760US,2171,LGA,DCA,42,214,10,54
2013,6,28,1148,-7,1253,-17,MQ,N852MQ,3386,JFK,DCA,49,213,11,48
2013,6,28,1156,-4,1304,-10,US,N745VJ,2173,LGA,DCA,40,214,11,56
2013,6,28,1253,-7,1354,-20,US,N753US,2175,LGA,DCA,41,214,12,53
2013,6,28,1320,19,1420,9,EV,N14977,4129,EWR,DCA,40,199,13,20
2013,6,28,1356,-4,1456,-16,US,N724UW,2177,LGA,DCA,43,214,13,56
2013,6,28,1557,-3,NA,NA,US,N745VJ,2181,LGA,DCA,NA,214,15,57
2013,6,28,1811,191,2025,243,US,N760US,2179,LGA,DCA,62,214,18,11
2013,6,28,2034,34,2145,29,US,N745VJ,2189,LGA,DCA,46,214,20,34
2013,6,28,2048,208,2235,225,MQ,N827MQ,3365,JFK,DCA,85,213,20,48
2013,6,28,2234,94,2340,88,US,N753US,2191,LGA,DCA,42,214,22,34
2013,6,28,NA,NA,NA,NA,MQ,N503MQ,3230,JFK,DCA,NA,213,NA,NA
2013,6,28,NA,NA,NA,NA,MQ,N503MQ,3433,JFK,DCA,NA,213,NA,NA
2013,6,28,NA,NA,NA,NA,MQ,N827MQ,3621,JFK,DCA,NA,213,NA,NA
2013,6,28,NA,NA,NA,NA,9E,,3393,JFK,DCA,NA,213,NA,NA
2013,6,28,NA,NA,NA,NA,9E,,3395,JFK,DCA,NA,213,NA,NA
2013,6,28,NA,NA,NA,NA,US,,2183,LGA,DCA,NA,214,NA,NA
2013,6,28,NA,NA,NA,NA,US,,2185,LGA,DCA,NA,214,NA,NA
2013,6,28,NA,NA,NA,NA,US,,2187,LGA,DCA,NA,214,NA,NA
2013,6,28,NA,NA,NA,NA,EV,N13914,3838,EWR,DCA,NA,199,NA,NA
2013,6,28,NA,NA,NA,NA,EV,N14952,4141,EWR,DCA,NA,199,NA,NA
2013,6,29,856,-4,1016,-6,US,N946UW,2167,LGA,DCA,46,214,8,56
2013,6,29,917,62,1051,81,MQ,N800MQ,3370,JFK,DCA,54,213,9,17
2013,6,29,937,-2,1104,4,9E,N904XJ,3427,JFK,DCA,48,213,9,37
2013,6,29,1105,5,1212,-1,US,N944UW,2171,LGA,DCA,47,214,11,5
2013,6,29,1110,10,1225,15,MQ,N526MQ,3230,JFK,DCA,39,213,11,10
2013,6,29,1250,55,1409,59,MQ,N800MQ,3386,JFK,DCA,50,213,12,50
2013,6,29,1256,-4,1402,-12,US,N946UW,2175,LGA,DCA,51,214,12,56
2013,6,29,1502,12,1630,-2,9E,N904XJ,3393,JFK,DCA,44,213,15,2
2013,6,29,1510,0,1654,19,MQ,N509MQ,3433,JFK,DCA,48,213,15,10
2013,6,29,1615,0,1708,-20,EV,N11565,4129,EWR,DCA,38,199,16,15
2013,6,29,1732,12,1907,17,MQ,N816MQ,3365,JFK,DCA,51,213,17,32
2013,6,29,1920,91,2017,78,EV,N14923,4373,EWR,DCA,38,199,19,20
2013,6,29,1922,-8,2123,28,MQ,N800MQ,3441,JFK,DCA,51,213,19,22
2013,6,29,2137,-3,2303,3,MQ,N816MQ,3621,JFK,DCA,49,213,21,37
2013,6,29,NA,NA,NA,NA,9E,,3395,JFK,DCA,NA,213,NA,NA
2013,6,30,814,-1,940,10,MQ,N816MQ,3370,JFK,DCA,51,213,8,14
2013,6,30,852,-8,1013,-9,US,N769US,2167,LGA,DCA,44,214,8,52
2013,6,30,937,0,1045,-15,9E,N915XJ,3427,JFK,DCA,46,213,9,37
2013,6,30,1053,-7,1206,-7,US,N946UW,2171,LGA,DCA,46,214,10,53
2013,6,30,1059,-1,1223,13,MQ,N522MQ,3230,JFK,DCA,47,213,10,59
2013,6,30,1153,-7,1450,96,US,N953UW,2173,LGA,DCA,57,214,11,53
2013,6,30,1204,9,1428,78,MQ,N816MQ,3386,JFK,DCA,53,213,12,4
2013,6,30,1254,-6,1435,25,EV,N11199,4129,EWR,DCA,56,199,12,54
2013,6,30,1258,-2,1504,50,US,N963UW,2175,LGA,DCA,57,214,12,58
2013,6,30,1800,120,1912,111,US,N953UW,2181,LGA,DCA,56,214,18,0
2013,6,30,1805,65,1929,66,US,N963UW,2183,LGA,DCA,64,214,18,5
2013,6,30,1905,65,2020,65,US,N757UW,2185,LGA,DCA,59,214,19,5
2013,6,30,1928,268,2101,279,US,N946UW,2179,LGA,DCA,44,214,19,28
2013,6,30,2122,22,2228,16,US,N724UW,2191,LGA,DCA,47,214,21,22
2013,6,30,2134,-6,2247,-13,MQ,N626MQ,3621,JFK,DCA,47,213,21,34
2013,6,30,2227,147,2330,134,US,N709UW,2189,LGA,DCA,45,214,22,27
2013,6,30,NA,NA,NA,NA,MQ,N800MQ,3365,JFK,DCA,NA,213,NA,NA
2013,6,30,NA,NA,NA,NA,MQ,N522MQ,3433,JFK,DCA,NA,213,NA,NA
2013,6,30,NA,NA,NA,NA,9E,,3393,JFK,DCA,NA,213,NA,NA
2013,6,30,NA,NA,NA,NA,9E,,3395,JFK,DCA,NA,213,NA,NA
2013,6,30,NA,NA,NA,NA,US,,2177,LGA,DCA,NA,214,NA,NA
2013,6,30,NA,NA,NA,NA,US,,2187,LGA,DCA,NA,214,NA,NA
2013,6,1,553,-7,700,-11,EV,N835AS,5716,JFK,IAD,42,228,5,53
2013,6,1,558,-2,705,-7,EV,N820AS,5747,LGA,IAD,46,229,5,58
2013,6,1,608,-1,708,-15,EV,N16151,4160,EWR,IAD,42,212,6,8
2013,6,1,948,-11,1051,-19,EV,N877AS,5711,JFK,IAD,44,228,9,48
2013,6,1,958,-11,1118,-17,EV,N834AS,5736,LGA,IAD,41,229,9,58
2013,6,1,1039,14,1137,0,EV,N14993,3819,EWR,IAD,39,212,10,39
2013,6,1,1154,-6,1251,-22,B6,N309JB,1303,JFK,IAD,42,228,11,54
2013,6,1,1305,-5,1405,-20,EV,N16183,4186,EWR,IAD,40,212,13,5
2013,6,1,1406,-9,1514,-21,EV,N832AS,5712,JFK,IAD,42,228,14,6
2013,6,1,1424,-6,1528,-23,EV,N820AS,5699,LGA,IAD,47,229,14,24
2013,6,1,1502,3,1618,-15,9E,N8747B,4105,JFK,IAD,44,228,15,2
2013,6,1,1924,-11,2109,-10,9E,N8891A,4127,JFK,IAD,46,228,19,24
2013,6,1,1924,-6,2026,-28,EV,N820AS,5769,LGA,IAD,43,229,19,24
2013,6,1,1938,-2,2107,7,EV,N877AS,5714,JFK,IAD,46,228,19,38
2013,6,2,550,-10,646,-25,EV,N835AS,5716,JFK,IAD,41,228,5,50
2013,6,2,556,-4,702,-10,EV,N833AS,5747,LGA,IAD,43,229,5,56
2013,6,2,603,3,708,-6,EV,N13118,4323,EWR,IAD,44,212,6,3
2013,6,2,953,-6,1059,-11,EV,N835AS,5711,JFK,IAD,45,228,9,53
2013,6,2,1005,-4,1147,12,EV,N877AS,5736,LGA,IAD,44,229,10,5
2013,6,2,1019,-2,1122,-13,EV,N13964,4136,EWR,IAD,42,212,10,19
2013,6,2,1155,-5,1306,-7,B6,N316JB,1303,JFK,IAD,46,228,11,55
2013,6,2,1303,-3,1411,-9,EV,N13118,4380,EWR,IAD,41,212,13,3
2013,6,2,1403,-2,1503,-22,EV,N829AS,5712,JFK,IAD,43,228,14,3
2013,6,2,1451,21,1605,10,EV,N909EV,5699,LGA,IAD,49,229,14,51
2013,6,2,1553,65,1709,67,EV,N13949,3826,EWR,IAD,44,212,15,53
2013,6,2,1556,57,1806,91,9E,N8968E,4105,JFK,IAD,76,228,15,56
2013,6,2,1929,119,2115,137,B6,N354JB,1307,JFK,IAD,50,228,19,29
2013,6,2,2149,134,2313,112,9E,N8577D,4127,JFK,IAD,45,228,21,49
2013,6,2,NA,NA,NA,NA,EV,N834AS,5769,LGA,IAD,NA,229,NA,NA
2013,6,2,NA,NA,NA,NA,EV,N827AS,5714,JFK,IAD,NA,228,NA,NA
2013,6,3,553,-7,652,-19,EV,N829AS,5716,JFK,IAD,43,228,5,53
2013,6,3,557,-3,710,-2,EV,N820AS,5747,LGA,IAD,44,229,5,57
2013,6,3,604,-6,724,1,EV,N14977,4302,EWR,IAD,44,212,6,4
2013,6,3,1011,12,1128,18,EV,N820AS,5711,JFK,IAD,48,228,10,11
2013,6,3,1017,-4,1118,-17,EV,N36915,4269,EWR,IAD,42,212,10,17
2013,6,3,1158,-2,1303,-10,B6,N316JB,1303,JFK,IAD,46,228,11,58
2013,6,3,1236,151,1355,144,EV,N835AS,5736,LGA,IAD,49,229,12,36
2013,6,3,1305,-5,1403,-20,EV,N14186,4380,EWR,IAD,41,212,13,5
2013,6,3,1414,-1,1542,7,EV,N909EV,5712,JFK,IAD,52,228,14,14
2013,6,3,1503,4,1720,45,9E,N8604C,4105,JFK,IAD,45,228,15,3
2013,6,3,1542,51,1657,52,EV,N22971,3822,EWR,IAD,44,212,15,42
2013,6,3,1600,90,1711,76,EV,N835AS,5699,LGA,IAD,52,229,16,0
2013,6,3,1727,-3,1937,39,B6,N197JB,1307,JFK,IAD,48,228,17,27
2013,6,3,1940,5,2111,-10,9E,N826AY,4127,JFK,IAD,45,228,19,40
2013,6,3,2041,71,2147,57,EV,N834AS,5714,JFK,IAD,50,228,20,41
2013,6,3,2112,102,2228,94,EV,N835AS,5769,LGA,IAD,48,229,21,12
2013,6,3,NA,NA,NA,NA,YV,N504MJ,3771,LGA,IAD,NA,229,NA,NA
2013,6,4,556,-4,705,-7,EV,N909EV,5747,LGA,IAD,49,229,5,56
2013,6,4,606,-4,729,6,EV,N14993,4677,EWR,IAD,49,212,6,6
2013,6,4,613,13,728,17,EV,N830AS,5716,JFK,IAD,47,228,6,13
2013,6,4,957,-2,1109,-1,EV,N909EV,5711,JFK,IAD,45,228,9,57
2013,6,4,1014,-7,1117,-18,EV,N13553,4149,EWR,IAD,47,212,10,14
2013,6,4,1136,91,1314,103,EV,N829AS,5736,LGA,IAD,47,229,11,36
2013,6,4,1155,-5,1302,-11,B6,N358JB,1303,JFK,IAD,49,228,11,55
2013,6,4,1308,-2,1423,0,EV,N11189,4380,EWR,IAD,45,212,13,8
2013,6,4,1413,-2,1518,-17,EV,N909EV,5712,JFK,IAD,43,228,14,13
2013,6,4,1429,-1,1546,-9,EV,N877AS,5699,LGA,IAD,46,229,14,29
2013,6,4,1454,-5,1632,-3,9E,N8458A,4105,JFK,IAD,48,228,14,54
2013,6,4,1505,14,1627,22,EV,N13979,3822,EWR,IAD,45,212,15,5
2013,6,4,1606,3,1754,24,YV,N509MJ,3771,LGA,IAD,49,229,16,6
2013,6,4,1730,0,1855,-3,B6,N296JB,1307,JFK,IAD,45,228,17,30
2013,6,4,1922,-8,2035,-15,EV,N820AS,5714,JFK,IAD,44,228,19,22
2013,6,4,1923,-7,2053,-1,EV,N835AS,5769,LGA,IAD,56,229,19,23
2013,6,4,1928,-7,2059,-22,9E,N824AY,4127,JFK,IAD,49,228,19,28
2013,6,5,555,-5,723,11,EV,N909EV,5747,LGA,IAD,51,229,5,55
2013,6,5,556,-4,709,-2,EV,N877AS,5716,JFK,IAD,47,228,5,56
2013,6,5,728,78,844,81,EV,N14117,4196,EWR,IAD,44,212,7,28
2013,6,5,1001,2,1110,0,EV,N826AS,5711,JFK,IAD,45,228,10,1
2013,6,5,1042,21,1154,19,EV,N17984,4487,EWR,IAD,44,212,10,42
2013,6,5,1056,51,1212,41,EV,N827AS,5736,LGA,IAD,46,229,10,56
2013,6,5,1158,-2,1309,-4,B6,N231JB,1303,JFK,IAD,49,228,11,58
2013,6,5,1320,10,1421,-2,EV,N14168,4380,EWR,IAD,39,212,13,20
2013,6,5,1410,-5,1521,-14,EV,N833AS,5712,JFK,IAD,47,228,14,10
2013,6,5,1428,-2,1537,-18,EV,N830AS,5699,LGA,IAD,44,229,14,28
2013,6,5,1503,4,1613,-22,9E,N8855A,4105,JFK,IAD,47,228,15,3
2013,6,5,1555,-8,1709,-21,YV,N516LR,3771,LGA,IAD,42,229,15,55
2013,6,5,1600,69,1706,61,EV,N14904,3822,EWR,IAD,44,212,16,0
2013,6,5,1723,-7,1856,-2,B6,N337JB,1307,JFK,IAD,46,228,17,23
2013,6,5,1928,-2,2051,1,EV,N832AS,5714,JFK,IAD,42,228,19,28
2013,6,5,1929,-6,2101,-20,9E,N8894A,4127,JFK,IAD,43,228,19,29
2013,6,5,1943,13,2057,3,EV,N826AS,5769,LGA,IAD,46,229,19,43
2013,6,6,554,-6,707,-5,EV,N825AS,5716,JFK,IAD,45,228,5,54
2013,6,6,555,-5,706,-12,EV,N820AS,5747,LGA,IAD,46,229,5,55
2013,6,6,602,-3,715,-6,EV,N16987,3830,EWR,IAD,42,212,6,2
2013,6,6,954,-6,1057,-24,EV,N825AS,5736,LGA,IAD,46,229,9,54
2013,6,6,1030,31,1159,45,EV,N826AS,5711,JFK,IAD,61,228,10,30
2013,6,6,1155,-5,1306,-7,B6,N296JB,1303,JFK,IAD,47,228,11,55
2013,6,6,1236,-4,1340,-15,EV,N12201,6054,EWR,IAD,39,212,12,36
2013,6,6,1404,-11,1518,-16,EV,N833AS,5712,JFK,IAD,46,228,14,4
2013,6,6,1431,-7,1606,7,EV,N835AS,5713,LGA,IAD,52,229,14,31
2013,6,6,1457,-2,1625,-10,9E,N8884E,4105,JFK,IAD,48,228,14,57
2013,6,6,1555,62,1710,60,EV,N14573,4175,EWR,IAD,43,212,15,55
2013,6,6,1614,-3,1740,-4,YV,N515MJ,3771,LGA,IAD,51,229,16,14
2013,6,6,1727,-3,1856,-2,B6,N216JB,1307,JFK,IAD,45,228,17,27
2013,6,6,1922,-8,2045,-2,EV,N829AS,5769,LGA,IAD,48,229,19,22
2013,6,6,1928,-7,2100,-21,9E,N8604C,4127,JFK,IAD,49,228,19,28
2013,6,6,1944,14,2109,20,EV,N834AS,5714,JFK,IAD,44,228,19,44
2013,6,7,551,-9,703,-9,EV,N832AS,5716,JFK,IAD,47,228,5,51
2013,6,7,614,14,723,5,EV,N827AS,5747,LGA,IAD,46,229,6,14
2013,6,7,616,11,718,-3,EV,N13988,3806,EWR,IAD,42,212,6,16
2013,6,7,955,-4,1105,-9,EV,N828AS,5711,JFK,IAD,50,228,9,55
2013,6,7,1012,12,1139,18,EV,N832AS,5736,LGA,IAD,52,229,10,12
2013,6,7,1228,28,1352,39,B6,N193JB,1303,JFK,IAD,52,228,12,28
2013,6,7,1235,-5,1348,-7,EV,N16149,6054,EWR,IAD,47,212,12,35
2013,6,7,1438,23,1606,32,EV,N826AS,5712,JFK,IAD,58,228,14,38
2013,6,7,1438,-15,1546,-24,EV,N14904,4175,EWR,IAD,49,212,14,38
2013,6,7,1448,10,1609,10,EV,N825AS,5713,LGA,IAD,56,229,14,48
2013,6,7,1520,21,1706,31,9E,N8972E,4105,JFK,IAD,53,228,15,20
2013,6,7,1656,39,1812,28,YV,N511MJ,3771,LGA,IAD,53,229,16,56
2013,6,7,1830,60,2041,103,B6,N249JB,1307,JFK,IAD,70,228,18,30
2013,6,7,2028,58,2158,71,EV,N834AS,5769,LGA,IAD,50,229,20,28
2013,6,7,2249,199,15,206,EV,N820AS,5714,JFK,IAD,50,228,22,49
2013,6,7,NA,NA,NA,NA,9E,,4127,JFK,IAD,NA,228,NA,NA
2013,6,8,555,-5,713,-1,EV,N820AS,5747,LGA,IAD,58,229,5,55
2013,6,8,557,-3,703,-9,EV,N825AS,5716,JFK,IAD,48,228,5,57
2013,6,8,600,-5,716,-5,EV,N14959,5821,EWR,IAD,52,212,6,0
2013,6,8,952,-8,1106,-19,EV,N820AS,5736,LGA,IAD,49,229,9,52
2013,6,8,1108,69,1221,67,EV,N829AS,5711,JFK,IAD,46,228,11,8
2013,6,8,1152,104,1254,81,EV,N12957,3840,EWR,IAD,45,212,11,52
2013,6,8,1200,0,1304,-9,B6,N279JB,1303,JFK,IAD,49,228,12,0
2013,6,8,1237,-4,1339,-19,EV,N11181,6054,EWR,IAD,45,212,12,37
2013,6,8,1357,-8,1511,-13,EV,N834AS,5712,JFK,IAD,50,228,13,57
2013,6,8,1425,-5,1532,-23,EV,N835AS,5713,LGA,IAD,52,229,14,25
2013,6,8,1448,-7,1601,-14,EV,N14923,4535,EWR,IAD,50,212,14,48
2013,6,8,1454,-5,1612,-21,9E,N8907A,4105,JFK,IAD,54,228,14,54
2013,6,8,1916,-14,2023,-28,EV,N832AS,5769,LGA,IAD,44,229,19,16
2013,6,8,1932,-3,2050,-29,9E,N8794B,4127,JFK,IAD,41,228,19,32
2013,6,8,2153,134,2300,122,EV,N828AS,5714,JFK,IAD,43,228,21,53
2013,6,9,554,-6,705,-7,EV,N834AS,5716,JFK,IAD,48,228,5,54
2013,6,9,603,3,715,3,EV,N835AS,5747,LGA,IAD,51,229,6,3
2013,6,9,604,-1,712,-9,EV,N15973,6177,EWR,IAD,48,212,6,4
2013,6,9,952,-7,1112,-2,EV,N877AS,5711,JFK,IAD,52,228,9,52
2013,6,9,959,-8,1120,-11,EV,N830AS,5736,LGA,IAD,53,229,9,59
2013,6,9,1153,-7,1258,-15,B6,N354JB,1303,JFK,IAD,44,228,11,53
2013,6,9,1228,-7,1330,-26,EV,N25134,6054,EWR,IAD,41,212,12,28
2013,6,9,1402,-3,1523,-1,EV,N877AS,5712,JFK,IAD,45,228,14,2
2013,6,9,1447,5,1552,-16,EV,N825AS,5713,LGA,IAD,47,229,14,47
2013,6,9,1454,1,1604,-7,EV,N14916,4561,EWR,IAD,43,212,14,54
2013,6,9,1544,45,1658,23,9E,N8672A,4105,JFK,IAD,43,228,15,44
2013,6,9,1651,33,1824,39,YV,N501MJ,3771,LGA,IAD,68,229,16,51
2013,6,9,1724,-6,1908,10,B6,N193JB,1307,JFK,IAD,65,228,17,24
2013,6,9,1920,-10,2032,-15,EV,N830AS,5769,LGA,IAD,46,229,19,20
2013,6,9,1943,-2,2107,3,EV,N825AS,5714,JFK,IAD,42,228,19,43
2013,6,9,2015,40,2139,18,9E,N8839E,4127,JFK,IAD,44,228,20,15
2013,6,10,556,-4,718,0,EV,N833AS,5747,LGA,IAD,47,229,5,56
2013,6,10,556,-4,735,19,EV,N11106,6177,EWR,IAD,64,212,5,56
2013,6,10,557,-3,712,0,EV,N834AS,5716,JFK,IAD,46,228,5,57
2013,6,10,1017,17,1140,19,EV,N834AS,5736,LGA,IAD,47,229,10,17
2013,6,10,1111,72,1227,73,EV,N835AS,5711,JFK,IAD,49,228,11,11
2013,6,10,1151,-9,1258,-15,B6,N339JB,1303,JFK,IAD,44,228,11,51
2013,6,10,1334,39,1442,32,EV,N16183,6054,EWR,IAD,43,212,13,34
2013,6,10,1545,50,1654,42,EV,N14153,4175,EWR,IAD,47,212,15,45
2013,6,10,1703,145,1809,130,EV,N832AS,5713,LGA,IAD,47,229,17,3
2013,6,10,1741,84,1845,61,YV,N512MJ,3771,LGA,IAD,47,229,17,41
2013,6,10,1821,211,2050,256,9E,N8839E,4275,JFK,IAD,47,228,18,21
2013,6,10,1832,62,2053,115,B6,N329JB,1307,JFK,IAD,49,228,18,32
2013,6,10,1931,315,2129,354,EV,N826AS,5712,JFK,IAD,51,228,19,31
2013,6,10,NA,NA,NA,NA,9E,,4127,JFK,IAD,NA,228,NA,NA
2013,6,10,NA,NA,NA,NA,EV,N830AS,5769,LGA,IAD,NA,229,NA,NA
2013,6,10,NA,NA,NA,NA,EV,N833AS,5714,JFK,IAD,NA,228,NA,NA
2013,6,11,558,-2,715,-3,EV,N830AS,5747,LGA,IAD,53,229,5,58
2013,6,11,600,0,704,-8,EV,N833AS,5716,JFK,IAD,43,228,6,0
2013,6,11,611,11,718,2,EV,N17169,6177,EWR,IAD,44,212,6,11
2013,6,11,953,-7,1117,-4,EV,N833AS,5736,LGA,IAD,50,229,9,53
2013,6,11,954,-5,1055,-19,EV,N829AS,5711,JFK,IAD,45,228,9,54
2013,6,11,1153,-7,1305,-8,B6,N197JB,1303,JFK,IAD,49,228,11,53
2013,6,11,1251,-4,1355,-15,EV,N14188,6054,EWR,IAD,44,212,12,51
2013,6,11,1412,-4,1525,-10,EV,N835AS,5712,JFK,IAD,45,228,14,12
2013,6,11,1430,-8,1536,-23,EV,N833AS,5713,LGA,IAD,48,229,14,30
2013,6,11,1451,-4,1601,-11,EV,N29917,4175,EWR,IAD,47,212,14,51
2013,6,11,1502,12,1631,-3,9E,N8506C,4275,JFK,IAD,44,228,15,2
2013,6,11,1717,60,1831,47,YV,N503MJ,3771,LGA,IAD,46,229,17,17
2013,6,11,1724,-6,1853,-5,B6,N249JB,1307,JFK,IAD,48,228,17,24
2013,6,11,1922,-8,2032,-17,EV,N826AS,5714,JFK,IAD,48,228,19,22
2013,6,11,1923,-7,2036,-11,EV,N877AS,5769,LGA,IAD,50,229,19,23
2013,6,11,2055,25,2212,1,9E,N8659B,4127,JFK,IAD,45,228,20,55
2013,6,12,553,-7,721,3,EV,N830AS,5747,LGA,IAD,52,229,5,53
2013,6,12,556,-4,708,-8,EV,N14920,6177,EWR,IAD,49,212,5,56
2013,6,12,558,-2,715,3,EV,N827AS,5716,JFK,IAD,52,228,5,58
2013,6,12,949,-10,1107,-7,EV,N825AS,5711,JFK,IAD,50,228,9,49
2013,6,12,955,-5,1134,13,EV,N827AS,5736,LGA,IAD,49,229,9,55
2013,6,12,1155,-5,1306,-7,B6,N339JB,1303,JFK,IAD,49,228,11,55
2013,6,12,1248,-7,1350,-20,EV,N17169,6054,EWR,IAD,45,212,12,48
2013,6,12,1408,-8,1517,-18,EV,N829AS,5712,JFK,IAD,47,228,14,8
2013,6,12,1435,-3,1552,-7,EV,N835AS,5713,LGA,IAD,50,229,14,35
2013,6,12,1446,-4,1618,-16,9E,N8495B,4275,JFK,IAD,52,228,14,46
2013,6,12,1609,-8,1754,10,YV,N503MJ,3771,LGA,IAD,43,229,16,9
2013,6,12,1624,89,1746,94,EV,N11544,4175,EWR,IAD,48,212,16,24
2013,6,12,1729,-1,1909,11,B6,N184JB,1307,JFK,IAD,53,228,17,29
2013,6,12,1921,-9,2039,-8,EV,N833AS,5769,LGA,IAD,46,229,19,21
2013,6,12,1925,-5,2048,-1,EV,N832AS,5714,JFK,IAD,49,228,19,25
2013,6,12,2022,-8,2129,-42,9E,N8495B,4127,JFK,IAD,47,228,20,22
2013,6,13,552,-8,658,-14,EV,N829AS,5716,JFK,IAD,45,228,5,52
2013,6,13,556,-4,721,5,EV,N12900,3806,EWR,IAD,46,212,5,56
2013,6,13,614,14,721,3,EV,N830AS,5747,LGA,IAD,47,229,6,14
2013,6,13,1158,-2,1321,8,B6,N323JB,1303,JFK,IAD,50,228,11,58
2013,6,13,1501,6,1703,51,EV,N16976,4175,EWR,IAD,47,212,15,1
2013,6,13,1627,388,1815,421,EV,N820AS,5711,JFK,IAD,56,228,16,27
2013,6,13,1709,139,1919,165,9E,N8495B,4275,JFK,IAD,51,228,17,9
2013,6,13,1732,2,2012,74,B6,N353JB,1307,JFK,IAD,49,228,17,32
2013,6,13,2134,64,2325,74,9E,N8698A,4127,JFK,IAD,49,228,21,34
2013,6,13,NA,NA,NA,NA,YV,N509MJ,3771,LGA,IAD,NA,229,NA,NA
2013,6,13,NA,NA,NA,NA,EV,N820AS,5769,LGA,IAD,NA,229,NA,NA
2013,6,13,NA,NA,NA,NA,EV,N829AS,5736,LGA,IAD,NA,229,NA,NA
2013,6,13,NA,NA,NA,NA,EV,N12163,6054,EWR,IAD,NA,212,NA,NA
2013,6,13,NA,NA,NA,NA,EV,N833AS,5712,JFK,IAD,NA,228,NA,NA
2013,6,13,NA,NA,NA,NA,EV,N825AS,5713,LGA,IAD,NA,229,NA,NA
2013,6,13,NA,NA,NA,NA,EV,N828AS,5714,JFK,IAD,NA,228,NA,NA
2013,6,14,554,-6,703,-9,EV,N825AS,5716,JFK,IAD,45,228,5,54
2013,6,14,952,-8,1105,-16,EV,N825AS,5736,LGA,IAD,44,229,9,52
2013,6,14,959,0,1116,2,EV,N877AS,5711,JFK,IAD,46,228,9,59
2013,6,14,1157,-3,1301,-12,B6,N228JB,1303,JFK,IAD,46,228,11,57
2013,6,14,1251,-4,1411,1,EV,N27152,6054,EWR,IAD,45,212,12,51
2013,6,14,1410,-6,1519,-16,EV,N827AS,5712,JFK,IAD,49,228,14,10
2013,6,14,1434,-4,1605,6,EV,N825AS,5713,LGA,IAD,47,229,14,34
2013,6,14,1503,8,1622,10,EV,N11548,4175,EWR,IAD,45,212,15,3
2013,6,14,1506,16,1640,6,9E,N8659B,4275,JFK,IAD,44,228,15,6
2013,6,14,1625,8,1731,-13,YV,N502MJ,3771,LGA,IAD,44,229,16,25
2013,6,14,1728,-2,2024,86,B6,N334JB,1307,JFK,IAD,47,228,17,28
2013,6,14,2023,-7,2146,-25,9E,N8506C,4127,JFK,IAD,43,228,20,23
2013,6,14,2033,63,2200,71,EV,N826AS,5714,JFK,IAD,44,228,20,33
